djk_id	djk_text	eng_id	eng_text
5410	Bika ibii sama sa nyan diingi. Ma sabi taki, a sa toon wan kaagi gi yu a Masaa Gadu, efu yu nái membee a sikin fu Kelestesi na a fasi di fiti.	5410	For he who eats and drinks in an unworthy way eats and drinks judgment to himself, if he doesn't discern the Lord's body.
5411	Na so meke somen biibiwan a u mindii de e siki anga ala swaki so. A tyai dede gi somen de kaba seefi.	5411	For this cause many among you are weak and sickly, and not a few sleep.
5412	Ma wegi yuseefi luku fosi i nyan. Da Masaa Gadu á sa abi fu kaagi yu sowan fasi, fu gi sitaafu.	5412	For if we discerned ourselves, we wouldn't be judged.
5413	Sitaafu di a o gi fu dati seefi na fu dwengi yu poti fa a wani. Da yu á sa fende sitaafu tego makandii anga goontapu sama di á wani teke biibi.	5413	But when we are judged, we are punished by the Lord, that we may not be condemned with the world.
5414	We, da biibiwan! Nyan makandii fu membee a dede fu Masaa. Ma tan luku taawan, fu nyan makandii de.	5414	Therefore, my brothers, when you come together to eat, wait for one another.
5415	Efu na fu angii wan sama wani nyan, da meke a nyan a osu fosi. Da a sa wai gi Masaa Gadu sitaafu, fu a takuu fasi de a den taawan mindii. Kwolon! Mi tapu de fosi. Te mi doo u anda, mi sa leli u den taa taa sani fu a toli ya.	5415	But if anyone is hungry, let him eat at home, lest your coming together be for judgment. The rest I will set in order whenever I come.
5416	Biibiwan! U be sende akisi mi, fa fu den apaiti taanga fu a Jeje. We, mi wani u fusutan a sani ya bun.	5416	Now concerning spiritual things, brothers, I don't want you to be ignorant.
5417	U seefi sabi fa u be tan fosi u be teke biibi. U be gwenti lasi pasi go dini falisi gadu di ná abi libi.	5417	You know that when you were heathen , you were led away to those mute idols, however you might be led.
5418	Ma kon sabi taki, noiti sama di a Jeje fu Masaa Gadu e tii sa poi kosi ofu fuuku Jesesi. Noiti sama sa poi taki, na Jesesi na a Masaa tu, sondee fu a Apaiti Jeje ya meke a poi.	5418	Therefore I make known to you that no man speaking by God's Spirit says, "Jesus is accursed." No one can say, "Jesus is Lord," but by the Holy Spirit.
5419	Da Masaa Gadu gi u sowtu a sowtu apaiti taanga fu wooko. Ma a Jeje di poti den gi u, na awan seefi Jeje ete.	5419	Now there are various kinds of gifts, but the same Spirit.
5420	A gi somen apaiti sowtu wooko fu du. Ma na a seefi Masaa e gi den.	5420	There are various kinds of service, and the same Lord.
5421	A gi somen apaiti taanga fu wooko. Ma na a seefi Masaa Gadu e du sani sowtu a sowtu fasi a ini wi so.	5421	There are various kinds of workings, but the same God, who works all things in all.
5422	Da a Jeje ya e puu kon a kiin sowtu apaiti taanga a gi ibiiwan, fu wooko. Da ibii yuu dati e de fu yeepi taawan.	5422	But to each one is given the manifestation of the Spirit for the profit of all.
5423	Bika ai gi son wan apaiti taanga fu koni fu taki sani wan leti fasi. Ai gi taawan fu sabi taki Masaa Gadu bosikopu.	5423	For to one is given through the Spirit the word of wisdom, and to another the word of knowledge, according to the same Spirit;
5424	Ai gi taawan fu biibi taanga. Taawan ai gi fu deesi sowtu a sowtu siki. Ma na a seefi jeje e gi den.	5424	to another faith, by the same Spirit; and to another gifts of healings, by the same Spirit;
5425	Taawan ai gi fu du foondoo sani. Taawan ai gi fu de apaiti takiman. Taawan fu poi tesi sowtu jeje e wooko. Taawan fu taki sowtu a sowtu tongo taki. Taawan fu fusutan tongo taki.	5425	and to another workings of miracles; and to another prophecy; and to another discerning of spirits; to another different kinds of languages; and to another the interpretation of languages.
5426	Ma na awan kodo seefi Jeje e gi somen apaiti makiti fu wooko so. Da ai paati gi ibiiwan san a wani dati mu du apaiti fasi.	5426	But the one and the same Spirit works all of these, distributing to each one separately as he desires.
5427	Bika luku fa sama sikin abi sowtu a sowtu pisi. Ma a hii sikin de wan kodo sikin namo. Na so sama fu Masaa Gadu de somen, ma na awan kodo sikin fu Kelestesi namo dati.	5427	For as the body is one, and has many members, and all the members of the body, being many, are one body; so also is Christ.
5428	Bika u de somen sama, da u de somen sowtu fasi. Taawan na Dyu, taawan á de Dyu. Taawan na saafu a katibo, taawan á de saafu a katibo. Ma a seefi Jeje teke peesi a ini ibiiwan fu wi, ne a mokisa wi ala toon wan sikin, di u teke dopu.	5428	For in one Spirit we were all baptized into one body, whether Jews or Greeks, whether bond or free; and were all given to drink into one Spirit.
5429	Bika wan sama sikin á meke anga wan kodo pisi namo. Ma a de pisi fu pisi.	5429	For the body is not one member, but many.
5430	Ma futu á poi taki, fa a á de ana, da a á poi teli enke a sikin.	5430	If the foot would say, "Because I'm not the hand, I'm not part of the body," it is not therefore not part of the body.
5431	Yesi á poi taki, fa a á de ain, da a á poi teli enke a sikin.	5431	If the ear would say, "Because I'm not the eye, I'm not part of the body," it's not therefore not part of the body.
5432	Bika efu ala a sikin na be ain, da fa a be o poi yee sani? Efu ala a sikin na be yesi, da fa a be o poi sumee sani?	5432	If the whole body were an eye, where would the hearing be? If the whole were hearing, where would the smelling be?
5433	We, na Masaa Gadu meke a sikin anga sowtu a sowtu pisi so. Ne a poti ibiiwan a pe fu a sikin a wani.	5433	But now God has set the members, each one of them, in the body, just as he desired.
5434	Bika efu ala a sikin be meke anga wan kodo pisi namo, da fa a be sa de fu kai wan hii sikin?	5434	If they were all one member, where would the body be?
5435	Ma fa a de, da na somen pisi a sikin abi. Ma na wan kodo sikin namo de ape.	5435	But now they are many members, but one body.
5436	Da ain á poi taki, a ná abi ana fanowdu. Ede seefi á poi taki, a ná abi futu fanowdu.	5436	The eye can't tell the hand, "I have no need for you," or again the head to the feet, "I have no need for you."
5437	Ma pisi fu a sikin di soi swaki seefi moo de fanowdu gi a sikin.	5437	No, much rather, those members of the body which seem to be weaker are necessary.
5438	Wi e moo wei koosi gi pisi fu a sikin di u e buuse taki, den á lesipeki fu si. Pisi fu a sikin di e takuu na ain, da wi e moo wei moi sani gi dati.	5438	Those parts of the body which we think to be less honorable, on those we bestow more abundant honor; and our unpresentable parts have more abundant propriety;
5439	Ma moi pisi fu a sikin ná abi fanowdu fu wei sani gi so. Bika Masaa Gadu sete a sikin na a fasi taki, den di e soi lagi a sama ain mu moo gi lesipeki.	5439	whereas our presentable parts have no such need. But God composed the body together, giving more abundant honor to the inferior part,
5440	Na so ala pisi fu a sikin sa fii taki, taawan nái teli bigi moo taawan. Da ibiiwan sa booko ede yeepi a taawan enke fa ai yeepi enseefi.	5440	that there should be no division in the body, but that the members should have the same care for one another.
5441	Efu wan pisi e fii pen, da ala taa pisi e fii pen anga en. Efu wan pisi e fende gafa, da ala taa pisi e fii piisii anga en.	5441	When one member suffers, all the members suffer with it. Or when one member is honored, all the members rejoice with it.
5442	Da wi na a sikin fu Kelestesi. Ibiiwan na wan pisi fu a sikin ya.	5442	Now you are the body of Christ, and members individually.
5443	Masaa Gadu gi wi somen sowtu apaiti taanga fu wooko. A fosi peesi, fu de apaiti bosikopuman. Bakadati, apaiti takiman. Bakadati, apaiti leliman. Taawan fu du foondoo sani. Taawan fu deesi sowtu a sowtu siki. Taawan fu poi yeepi taawan. Taawan fu tii sani. Taawan fu taki sowtu a sowtu tongo.	5443	God has set some in the assembly: first apostles, second prophets, third teachers, then miracle workers, then gifts of healings, helps, governments, and various kinds of languages.
5444	Ma ibiiwan wooko á de fu de apaiti bosikopuman. Ibiiwan wooko á de fu de apaiti takiman. Ibiiwan wooko á de fu de apaiti leliman. Ibiiwan wooko á de fu poi du foondoo sani.	5444	Are all apostles? Are all prophets? Are all teachers? Are all miracle workers?
5445	Ibiiwan wooko á de fu poi deesi sowtu a sowtu siki. Ibiiwan wooko á de fu poi taki tongo. Ibiiwan wooko á de fu poi fusutan tongo, fu taigi taawan.	5445	Do all have gifts of healings? Do all speak with various languages? Do all interpret?
5446	Ma meke ibiiwan feti fu Masaa Gadu gi en apaiti taanga, fu du wooko di moo de fanowdu. Ma anga ala dati, da luku seefi san na a leti fasi fu wooko anga taawan.	5446	But earnestly desire the best gifts. Moreover, I show a most excellent way to you.
5447	Bika winsi mi sabi apaiti tongo di sama ofu Engel e taki seefi, ma mi de sondee tuutuu lobi. Da mi wowtu sa gei soso gengen anga boko beenki, fu bali muliki sama yesi.	5447	If I speak with the languages of men and of angels, but don't have love, I have become sounding brass, or a clanging cymbal.
5448	A ná abi toobi, efu mi na wan apaiti takiman. Efu Masaa Gadu soi mi ala kibii toli fi en. Efu mi sabi ala san de fu sabi. Efu mi biibi bigi fu toto gaan mongo puu a pasi. Ma sondee tuutuu lobi, da mi na wan soso sani.	5448	If I have the gift of prophecy, and know all mysteries and all knowledge; and if I have all faith, so as to remove mountains, but don't have love, I am nothing.
5449	Efu mi e paati ala san mi abi fu soso seefi. Efu mi towe mi sikin boon a faya gi taawan seefi. Ma sondee tuutuu lobi, da mi na wan soso sani.	5449	If I dole out all my goods to feed the poor, and if I give my body to be burned, but don't have love, it profits me nothing.
5450	Bika tuutuu lobi e gi langa pasensi fasi. Ai gi switi fasi. Ai tapu dyalusu, ai tapu suku gafanen, ai tapu hei membee.	5450	Love is patient and is kind; love doesn't envy. Love doesn't brag, is not proud,
5451	Tuutuu lobi e kaba saanti taawan. Ai tapu suku wini fi i wawan namo. Ai tapu gaw atiboon fasi ofu oli taawan na ati.	5451	doesn't behave itself inappropriately, doesn't seek its own way, is not provoked, takes no account of evil;
5452	Te sani nái waka leti, da tuutuu lobi e wai piisii poti a wanse. Ma ai gi piisii te sani e go tuutuu, enke fa sani mu waka.	5452	doesn't rejoice in unrighteousness, but rejoices with the truth;
5453	A ini ala sani, da tuutuu lobi e kibii taawan. Ai biibi naamo. Ai luku naamo a san de fende. Ai fudaagi naamo tu.	5453	bears all things, believes all things, hopes all things, endures all things.
5454	Tuutuu lobi noiti e kaba. Ma fu de apaiti takiman sa kaba wan dei. Sowtu a sowtu tongo taki seefi sa kaba tu. Apaiti sabi fu Masaa Gadu bosikopu seefi tu.	5454	Love never fails. But where there are prophecies, they will be done away with. Where there are various languages, they will cease. Where there is knowledge, it will be done away with.
5455	Bika na nownow u á kaba sabi ala san de fu sabi. Bosikopu fu apaiti takiman seefi nái kaba soi kiinkiin san de fu kon bakaten seefi.	5455	For we know in part, and we prophesy in part;
5456	Ma a ten o doo di ala san Masaa Gadu meke fu tan tego sa soi denseefi kiinkiin enke fa den de seefi. Da u sa kaba denki den sani wan fasi di á kaba doo peesi.	5456	but when that which is complete has come, then that which is partial will be done away with.
5457	Bika pikinengee ten fu wan sama, da ai taki sani pikinengee fasi. Ai denki sani pikinengee fasi. Ma te a toon manengee, da ala a pikinengee fasi e kon kaba.	5457	When I was a child, I spoke as a child, I felt as a child, I thought as a child. Now that I have become a man, I have put away childish things.
5458	Da goontapu ya, da na wan difii fasi enke bwuingi kai a sipikii fesi, na so wi e si san Masaa Gadu fiti poti fu kon. Da sani nái kaba de kiinkiin a den peesi. U nái kaba si sani enke fa den de seefi. Ma bakaten, da ala sani o de fesi a fesi. Da fa Masaa Gadu e si mi tuutuu, na so mi o si ala sani.	5458	For now we see in a mirror, dimly, but then face to face. Now I know in part, but then I will know fully, even as I was also fully known.
5459	Da luku ya! Dii sani fika gi wi fu du nownow. Fu biibi. Soseefi luku fu fende Masaa Gadu paamisi anga fu lobi tuutuu. Ma a moo gaanwan fu den dii dati na fu lobi tuutuu.	5459	But now faith, hope, and love remain--these three. The greatest of these is love.
5460	We, da feti fu wooko anga tuutuu lobi. Ma suku den apaiti taanga di a Jeje e gi tu. Moomoo fu de wan apaiti takiman.	5460	Follow after love, and earnestly desire spiritual gifts, but especially that you may prophesy.
5461	Bika sama di e taki a wan tongo di a Apaiti Jeje gi en, nái taki anga libisama. Ma anga Masaa Gadu wawan ai taki. Bika taa sama nái fusutan san ai taki. Na a Apaiti Jeje gi en kibii toli fu taki.	5461	For he who speaks in another language speaks not to men, but to God; for no one understands; but in the Spirit he speaks mysteries.
5462	Ma a apaiti takiman dati e taki sani di taawan e fusutan. Da ai yeepi den, fu kon moo taanga. Ai bali den puu a sani di á bun. Soseefi ai gi taanga sikin anga koo ati na a biibi.	5462	But he who prophesies speaks to men for their edification, exhortation, and consolation.
5463	Ma a sama di e taki a wan taa tongo di a Apaiti Jeje e gi en, da ne en wawan di e taki namo e kon taanga. Ma a apaiti takiman, e yeepi a hii kulu biibiwan fu den kon taanga tu.	5463	He who speaks in another language edifies himself, but he who prophesies edifies the assembly.
5464	We, mi be sa wani fu u ala fiya be fende wan taa tongo na a Apaiti Jeje fu taki. Ma a be sa moo bun fu u be de wan apaiti takiman. Bika wan apaiti takiman e moo tyai yeepi gi taa sama. Boiti efu wan sama de ape anga apaiti taanga, fu puu den tongo taki gi taawan.	5464	Now I desire to have you all speak with other languages, but rather that you would prophesy. For he is greater who prophesies than he who speaks with other languages, unless he interprets, that the assembly may be built up.
